"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"1a80f426-eaf4-435b-a575-7b5906a3fcaf","1899-00a.txt","Das Manuskript ist von der Hand Engels', mit vereinzelten kurzen Er¬ gAuzungen von Marx selbst. Es ist anzunehmen, daß Marx zwar der Haupt¬ verfasser ist, Engels aber auch hier wesentliche Mitarbeit geleistet hat.","char-offset:16074","","","","","","","","","Non_Kapital","Manuscript titled ""Karl Grün: Die soziale Bewegung in Frankreich und Belgien"" ","",""
"90c18220-d589-413e-a100-d2c6c1bda7ae","1899-00a.txt","Bernsteins theoretische Unklarheiten, 3. B. in der Werththeorie, sind selbst, von liberalen, ihm höchst wohlwollenden Kritikern hervorgehoben worden. Aber wonn er zwei miteinander so unvereinbare Werththeorien, wie die Marxsche und Böhm-Bawerksche, je nach dem Zwecke, zu dem man sie gebraucht, für gleich, 1593-1900, I. Bd. Die Neite Zeit. 18 richtig erklärt, so entspricht das nur einer Denkweise, die Marx und Proudhon, Lassalle und Schulze-Delitzsch, Friedrich Engels und Roon miteinander zu ver¬ einbaren sucht.","char-offset:59947","","","","","","","","","Allusion","""Werttheorie""","",""
"d52349c3-36bf-43a5-8198-9eb7815c5f2f","1899-00a.txt","Ende der stebziger Jahre schrieb Karl Marx in einem polemischen Artikel, gegen Michajlowskij, auf Grund seiner Studien über die russischen Zustände sei, er zu folgendem Resultat gekommen: „Wenn Rußland weiter marschirt in der Richtung, welche es seit 1861 eingeschlagen, verliert es die schönste Gelegenheit, welche jemals die Geschichte einem Volke darbot, um den Peripetien des kapi¬ talistischen Regimes zu entgehen."" Seither sind zwei Jahrzehnte vergangen und Rußland ist in derselben Richtung mit Riesenschritten weiter marschirt. Gilt also¬ Marx' Wort heute noch, oder hat Rußland die Gelegenheit bereits verpaßt? Viele russische Forscher kommen zu dem Resultat, das Letzte sei richtig; andere bestreiten es. Als Nichtrusse maßen wir uns kein apodiktisches Urtheil an, können aber unsere Ansicht, wonach Rußland bereits mitten drin steht in der kapita¬ listischen Entwicklung, an dieser Stelle nicht begründen.","char-offset:175361","","","","","","","","","Non_Kapital","","",""
"d8ffd0a4-b548-4dd1-a038-3c6483ce4233","1899-00a.txt","Wer sich für die Geschichte der „ursprünglichen Akkumulation"" für die Blutgeschichte des Kapitals interessirt, wird aus diesen Kapiteln viel lernen können, denn in der That hat das Wucher- und Handelskapital in Rußland wahre Orgien gefeiert, während auf der anderen Seite als Resultat dieser schrankenlosen Ausbeutung eines Bauernvolks der Hunger in Permanenz erscheint.","char-offset:182361","","","","","","","","","Kapital|Concept Reference","Ursprünglichen Akkumulation","",""
"a6922750-985e-4cb3-8cfe-02169d064aa1","1899-00a.txt","Dann wiederhole ich, was ich schon mehrmals geschrieben habe, daß die Auffassung des Lebens und der Welt, die man unter dem Ausdruck materialistische Geschichtsauffassung zusammenfaßt, in den Schriften von Marx und Engels und ihrer nächsten Anhänger nicht zur Vollendung gekommen ist, und füge noch bestimmter hinzu, daß die Weiter¬ bildung jener Lehre bis heute noch langsam vor sich geht und vielleicht noch eine raunie Zeit in dieser Weise vor sich gehen wird.","char-offset:250334","","","","","","","","","Allusion","Historical materialism","",""
"80034733-fa3a-4d47-9f3d-a187e7f18049","1899-00a.txt","Er wirft daher auch Fourier mit wichtiger Miene vor, daß er diese Einheit durch eine Ueberproduktion stören wolle. Herr Griin¬ vergißt, daß die Ueberproduktion nur durch ihren Einfluß auf den Tauschwerth der Produkte Krisen hervorruft, und daß nicht nur bei Fourier, sondern auch in der besten Welt des Herrn Grün der Tauschwerth verschwunden ist.","char-offset:509685","","","","","","","","","Allusion","Epidemie der Überproduktion: epidemic of over production [Communist Manifesto]|Treated as an allusion for now, given ambiguity of references to ueberproduktion. ","",""
"933ca274-e2ba-40e2-968a-466549d91559","1899-00a.txt","Man kann die republikanischen Föderalisten etwa mit den süddeutschen Volkspartei¬ lern vergleichen; vielleicht sind sie noch einige Nuancen kleinbürgerlicher und fozialistischer. Ihr Führer, der greise Advokat Pi y Margall ist ein idealistischer, kleinbürgerlicher Ideologe, aber ein Charakter.","char-offset:534195","","","","","","","","","Kapital|Concept Reference","Kleinbürgerlicher Sozialismus","",""
"b730e110-9733-4a4b-a4f4-dcc029c98f7f","1899-00a.txt","Neben einer gutet spanischen Ausgabe des ersten Bandes von Marx' „Kapital“, über¬ setzt vom argentinischen Genossen B. Justo, besitzen die spanischen Sozialisten eine Uebersetzung der Devilleschen Bearbeitung des „Kapital“, ferner Uebersetzungen,","char-offset:541515","","","","","","","","","Kapital|Title Reference","","",""
"c70748ea-51e9-4303-90b4-9f83b44ec75b","1899-00a.txt","von Marx' „Elend der Philosophie“, Engels' „Ursprung der Familie"", Devilles „Prinzipien des Sozialismus"" Ferris „Sozialismus und pøsitive Wissenschaft“.","char-offset:541762","","","","","","","","","Non_Kapital","","",""
"e2a7f126-ed1b-48fd-b298-1b6eb667545f","1899-00a.txt","Die Moral fällt ebenso wie die übrigen Erscheinungen der menschlichen Thätigkeit unter das von Marx formulirte Gesetz des ökonomischen Materia¬ lismus: „Die Produktionsweise des materiellen Lebens bedingt den sozialen, politischett und geistigen Lebensprozeß überhaupt.“","char-offset:654057","","","","","","","","","Non_Kapital","Zur Kritik der politischen Ökonomie","",""
