"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"cf1007e9-21c4-41a1-8519-8419e77b38cf","1897-98aCLEAN.txt"," Der vorliegende Brief wurde mir vor einigen Monaten von meiner Kousine, Frau Karoline Ssmith, zugeschickt, die ihn unter den Papieren ihrer Mutter Sophie, der älteren Schwester von Karl Marx und der Erstgeborenen in der Familie, ge¬ funden hatte. Wie meine Tante Sophie in den Besitz des Briefes kam, weiß ich nicht. Wahrscheinlich fand sie ihn ebenfalls unter den Papieren ihrer Mutter. Marx selbst war zur Zeit des Todes seiner Mutter, 1863, in Trier, aber er wußte sicher nichts davon, daß der Brief noch existirte und seine Schwester ihn an sich genommen hatte — glücklicherweise, denn er hätte ihn zweifellos vernichtet. Nur mit größtem Widerstreben übergebe ich der Welt einen Brief, der so deutlich einzig für den geliebten Vater bestimmt war, an den er geschrieben wurde. Ich beabsichtigte ihn in der That nur als Material für die Biographie von Marx zu benützen, die, wie ich hoffe, in absehbarer Zeit vollendet wird. Aber ich zeigte den Brief einigen guten Freunden, und diese überzeugten mich von der Nothwendig¬ keit, ja von meiner Pflicht, dieses außerordentliche document humain zu veröffent¬ lichen. „Deine Bedenken gegen die Veröffentlichung des Briefes“, schrieb Kautsky, „begreife ich vollkommen. Indessen sind nicht wir es, die Mohrs Privatleben an die Oeffentlichkeit ziehen; das haben Andere schon viel früher gethan... Wir haben aber alles Interesse, wenn schon Deines Vaters Charakter und Privatleben öffentlich diskutirt wird, daß die Lügen der Gegner nicht das einzige Material sind, das vorliegt.“ So habe ich nachgegeben und der Brief erscheint in der „Neuen Zeit“. Er ist blos vom 10. November ohne Angabe des Jahres datirt, aber wir können dieses mit einiger Sicherheit bestimmen. Sicher wurde er vor 1838 geschrieben, denn Marx erwähnt Bruno Bauer als in Berlin anwesend; 1838 war aber dieser bereits in Bonn. Der Brief gehört daher in das Jahr 1836 oder 1837. Ursprünglich neigte ich zu dem ersteren Jahre, aber eine sorgsame Vergleichung der Daten hat mich davon überzeugt, daß das letzte Jahr das richtige ist. Der Brief wurde offenbar sehr bald nach Marx' Verlobung mit Jenny v. West¬ phalen geschrieben. Karl war ein Junge von siebzehn Jahren, als er um sie zuerst warb. Natürlich war auch diesmal der Pfad treuer Liebe nicht ganz eben. Es ist leicht zu verstehen, daß Karls Eltern sich der „Verlobung“ eines Jungen dieses Alters widersetzten, und die Ausdrücke des Bedauerns in dem Briefe, der Eifer, mit dem er seinen Vater seiner Liebe trotz mancher Gegensätze versichert, erklären sich durch die ziemlich heftigen Szenen, welche diese Angelegenheit hervorgerufen hatte. Mein Vater pflegte zu sagen, er sei damals ein wahrer rasender Voland gewesen. Aber bald wurde die Sache geordnet und kurz vor oder nachdem er achtzehn Jahre alt geworden, wurde die „Verlobung“ förmlich acceptirt. Sieben Jahre diente Karl um seine schöne Jenny und sie „däuchten ihn, als wären es einzelne Tage, so lieb hatte er sie“. Am 19. Juni 1843 heiratheten sie, und die Beiden, die als Kinder zusammen gespielt, als Jüngling und Jungfrau sich verlobt, gingen nun tapfer Hand in Hand dem Kampfe des Lebens entgegen. Und welchem Kampfe! Jahren bitterer, drückendster Noth, und was noch schlimmer, Jahren brutaler Verdächtigung, infamer Verleumdung, eisiger Gleichgiltig¬ keit. Aber inmitten von alledem, in Unglück und Glück, haben die beiden lebens¬ länglichen Freunde und Liebenden nie geschwankt, nie gezweifelt, treu bis zum Tode. Und sie sind im Tode nicht getrennt. 5 Ein Brief des jungen Mar Sein Leben lang empfand Marx für sein Weib nicht nur Liebe, sondern Ver¬ liebtheit. Vor mir liegt ein Liebesbrief, dessen leidenschaftliches jugendliches Feuer auf einen Jüngling von achtzehn Jahren als Verfasser hinweisen: Marx schrieb ihn 1856, nachdem Jenny ihm sechs Kinder geboren. Als der Tod der Mutter 1863 ihn nach Trier rief, da schrieb er von dort, er sei „täglich zum alten Westphalenhause gewall¬ fahrtet (in der Römerstraße), das mich mehr interessirt hat, als alle römischen Alter¬ thümer, weil es mich an die glückliche Jugendzeit erinnert und meinen besten Schatz barg. Außerdem fragt man mich täglich, links und rechts, nach dem quondam „schönsten Mädchen von Trier' und der,Ballkönigin“. Es ist verdammt angenehm für einen Mann, wenn seine Frau in der Plantasie einer ganzen Stadt so als „verwunschene Prinzessin“ fortlebt. Wenn wir annehmen, daß der Brief nur fünf bis sechs Monate nach der Ver¬ lobung geschrieben wurde, so würde das, wie ich zuerst annahm, auf den November 1836 hinweisen. Aber Marx spricht darin von den „Gedichten der ersten drei Bände"" die er einige Zeit vorher geschrieben habe. Nun besitze ich drei Bände Gedichte, die ich als die erwähnten betrachten darf. Sie sind datirt: „Berlin am Ende des Herbstes 1836"", „Berlin, November 1836"" und „berlin 1836“. Es sind drei ziemlich dicke, sehr sauber geschriebene Bände. Die beiden ersten sind betitelt: „Buch der Liebe, erster und zweiter Theil"", das erste gezeichnet mit „K. H. Marx“, das zweite mit „Karl Marx“. Der dritte ist betitelt: „Buch der Lieder“ und ebenfalls mit „Karl Marx“ unterzeichnet. Alle drei sind gewidmet „Meiner theuren, ewiggeliebten Jenny von Westphalen“. Der Brief ist vom 10. November datirt, und wenn es auch nicht unmöglich ist, daß die drei Bände zu Ende Oktober und Anfang November abgeschrieben und abgesandt wurden, so ist dies doch höchst unwahrscheinlich und der betreffende Passus in dem Briefe spricht nicht für diese Annahme. Wir werden also wohl nicht irren, wenn wir den Brief in den November 1837 verlegen, als Marx neunzehn Jahre alt war. Noch einige Bemerkungen über ein paar Anspielungen in dem Briefe. Die „hoffnungsleere Liebe“ habe ich erklärt. Mit den „Wolken, die sich um unsere Familie lagern"", sind einmal gewisse Geldverluste und daraus folgende Verlegenheiten ge¬ meint, von denen ich meinen Vater sprechen hörte und die meines Erachtens in diese Zeit fallen, dann aber, und vor allem, die schwere Krankheit seines jüngsten Bruders Eduard, sowie die schwache Gesundheit dreier anderer Geschwister, die alle jung gestorben sind, und die Anfänge der Krankheit des Vaters, die ebenfalls tödtlich enden sollte. Max hing innig an seinem Vater. Er wurde nie müde, von ihm zu erzählen und trug immer eine Photographie von ihm bei sich, die von einem alten Daguerrotyp abgenommen war. Doch wollte er die Photographie Fremden nicht zeigen, weil sie wie er sagte, dem Original so wenig ähnelte. Mir erschien das Gesicht sehr schön, Augen und Stirne glichen denen des Sohnes, aber die Partie um den Mund und das Sinn waren zarter; das Ganze trug einen ausgesprochen jüdischen, aber schön idischen, Typus. Als Karl Marx nach dem Tode seines Weibes die lange, traurige Reise zur Wiedererlangung der verlorenen Gesundheit antrat — denn er wollte sein Werk vollenden —, da begleiteten ihn diese Photographie seines Vaters, eine alte Photographie auf Glas (in einem Futteral) meiner Mutter und eine Photographie meiner Schwester Jeuny überall hin; wir fanden sie nach seinem Tode in seiner Brusttasche. Engels legte sie in seinen Sarg. Sicherlich ist der hier veröffentlichte Brief erstaunlich für einen jungen Menschen von neunzehn Jahren. Er zeigt uns den jungen Marx im Werden, er zeigt uns im Knaben den kommenden Mann. Wir sehen hier bereits jene fast über¬ menschlicheArbeitskraft und jenen Arbeitsdrang, die Marx sein Leben lang aus¬ zeichneten; keine Arbeit war zu mühsam, zu trocken für ihn, nie findet sich in seinen Schriften eine Liederlichkeit oder Nachlässigkeit. Wir sehen diesen Jungen in einigen Monaten Arbeiten verrichten, an die ein Mann nur mit Bedenken heranträte; wir sehen ihn, wie er Dutzende von Bogen schreibt und ruhig sein Werk vernichtet — nur darauf bedacht, völlig „im Klaren mit sich selbst zu sein“ und seinen Gegenstand 6 Die Neue Zeit. vollständig zu erfassen und zu beherrschen; wir sehen ihn, wie er sich und sein Werk aufs Strengste kritisirt — sicher etwas Ungewöhnliches bei einem jungen Menschen — ganz einfach, ganz anspruchslos, aber mit außerordentlichem Scharfblick. Ja, wir sehen bereits, und das ist in jenem Alter vielleicht am auffallendsten, Blitze jenes eigenartigen Humors, der ihn später so sehr charakterisirte. Und wir sehen ihn auch schon, ganz wie später, als nichts weniger denn einseitigen, also alles umfassenden, alles verschlingenden Leser. Alles, Rechtswissenschaft Philosophie, Geschichte, Poesie, Kunst, alles ist Wasser auf seine Mühle, und was immer er thut, er that es ganz. Aber dieser Brief zeigt auch eine Seite von Marx, von der die Welt wenig oder gar nichts wußte — seine leidenschaftliche Zärtlichkeit für Alle, die ihm nahe standen, sein Wesen voll Liebe und Hingebung. Es war peinlich für mich, das Innerste dieses Herzens bloszulegen. Aber ich bedaure das nicht, wenn ich dadurch beitrage, daß man Karl Marx besser erkennt und dadurch auch mehr liebt und höher achtet.","char-offset:10676","","","","","","","","","Non_Kapital","Discussion of letter from young Marx","",""
"1309eb17-2838-4dd0-b3d2-5d84b7cbd9b6","1897-98aCLEAN.txt","Obgleich Marx bereits in seiner Streitschrift gegen Prondhon das Verhältniß klargestellt hatte, so hat doch noch Lassalle vom „vierten Stande“ gesprochen, so ist dieser Ausdruck auch noch auf dem Kongreß der Internationalen gebraucht worden, so be¬ titelte Rudolf Meyer seine Schilderung des proletarischen Klassenkampfs als den „Emanzipationskampf des vierten Standes"".","char-offset:124571","","","","","","","","","Non_Kapital|Title Reference","Poverty of Philosophy","",""
"4562cc5c-22fb-4f31-8e80-6e2a943cd0e7","1897-98aCLEAN.txt","Leser des „Kapital“ werden sich der Bemerkungen von Marx über diesen Gegenstand erinnern.","char-offset:136503","","","","","","","","","Kapital|Title Reference","","",""
"ffd39951-1049-49a3-9f04-13f75d0f57e0","1897-98aCLEAN.txt","„Ihr Erfolg bewies zunächst die Möglichkeit der Verbindung von Unter¬ richt und Gymnastik mit Haudarbeit, also auch von Handarbeit mit Unterricht und Gymnastik. Die Fabrikinspektoren entdeckten bald aus den Zeugenverhören der Schulmeister, daß die Fabrikkinder, obgleich sie nur halb so viel Unterricht genießen als die regelmäßigen Tagesschüler, ebenso viel und oft mehr lernen. (Hier folgt ein Zitat aus den Fabrikinspektorenberichten.) Weitere Belege findet man in Seniers Rede auf dem soziologischen Kongreß zu Edinburg 1863. Er zeigt hier auch u. A. nach, wie der einseitige, unproduktive und verlängerte Schultag der Kinder der höheren und mittleren Klassen die Arbeit der Lehre nutzlos vermehrt, während er Zeit, Gesundheit und Energie der Kinder nicht nur fruchtlos, sondern absolut schädlich verwüstet: Aus dem Fabriksystem, wie man im Detail bei Robert Owen verfolgen kann, entsproß der Keim der Erziehung der Zukunft, welche für alle Kinder über einem gewissen Alter produktive Arbeit mit Unterricht und Gymnastik verbinden wird, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur produktion vollseitig entwickelter Menschen.“ („Kapital“, Band I, 2. Auflage, S. 508/ Verh. ","char-offset:137018","","","","","","","","","Kapital","Chapter 13, p.508|MEGA Seite 435 (line 4) -436 (line 6)  - The citation here is restructured, and omits the sentence on line 8 beginning ""Die Sache..."" to ""... Arbeit komt"" on line 16.","",""
"9063db2b-19b9-49b3-a198-c39639f1ce85","1897-98aCLEAN.txt","Sehr wahr¬ scheinlich hatte Marx dies im Sinne, als er schrieb, daß „die Zusammensetzung des kombinirten Arbeitspersonals aus Individuen beiderlei Geschlechts und der verschiedensten Altersstufen, obgleich in ihrer naturwüchsig brutalen, kapi¬ talistischen Form... Pestquelle des Verderbs und der Sklaverei, unter ent¬ sprechenden Verhältnissen umgekehrt zur Quelle humaner Entwicklung umschlagen muß“ (a. a. O. S. 517).","char-offset:144391","","","","","","","","","Kapital","p.517, or p.402 of 1867 version|Seite 441, line 22-28. Omission of ""wo der Arbeiter"" (line 24)... to ""Arbeiter da ist"" (line 26).","",""
"cca98e81-a030-4791-9fe1-b6bacf8de8c0","1897-98aCLEAN.txt","Denselben Gedanken drückt er in seinem Briefe über den Programmentwurf zum Gothaer Einigungskongreß aus,1 wie sich auch Engels 1... da bei strenger Regelung der Arbeitszeit nach den verschiedenen Altersstufen und sonstigen Vorsichtsmaßregeln zum Schutze der Kinder frühzeitige Verbindung produk¬ tiver Arbeit mit Unterricht eines der mächtigsten Umwandlungsmittel der heutigen Gesell¬ schaft ist“ (Marx, Programmbrief).","char-offset:144812","","","","","","","","","Non_Kapital","Karl Marx, Kritik des Gothaer Programms, MEW 19, S. 32)

","",""
"f330aa13-d98d-470c-bbc5-639ba7c16caa","1897-98aCLEAN.txt","Da Marx in dem weiter oben zitirten Satze auf Robert Owen verweist so sei daran erinnert, daß nach Owens Gesellschaftsplan schon im achten Lebens¬ jahr die Erziehung mit produktiver Arbeit verbunden wird","char-offset:145791","","","","","","","","","Non_Kapital|Title Reference","","",""
"978f3916-3f95-450f-8e8f-ac6219eef446","1897-98aCLEAN.txt","Sie erklären die Thatsache, daß Lassalle, unbeschadet der juristischen und philosophischen Form, in welche er oft nur erst den ökonomischen Inhalt zu schlagen wußte, Kommunist im Sinne des kommunistischen Eanifests gewesen ist, für eine bös¬ willige Erfindung der Marxisten und machen Lassalle zu einem Bundesbruder von Rodbertus.","char-offset:238973","","","","","","","","","Manifest der Kommunistischen Partei|Title Reference","","",""
"19922feb-0510-44ca-9f32-8e1ca1f57959","1897-98aCLEAN.txt","Lassalle konnte im Jahre 1859 nicht noch von Marx lernen, was er schon im Jahre 1853 von Rodbertus gelernt hatte. Daß in rift, die Marx 1859 zur Kritik der politischen Oekonomie veröffentlichte, der Schr nichts mehr und nichts anderes stehen soll, als was Rodbertus in seinen Sozialen Briefen gesagt hatte, gehört zu den berauschenden Entdeckungen des Herrn Andler, die der Leser so beiläufig mit auf den Weg bekommt.","char-offset:240320","","","","","","","","","Non_Kapital|Title Reference","Kritik der politischen Oekonomie","",""
"54d78bc6-e659-44ff-afe6-afd3d03dffc9","1897-98aCLEAN.txt","Der Brief ist vom 10. November datirt; die Einsenderin hat S. 5 einige Mühe, das Jahr 1837 als das Jahr der Abfassung zu erweisen. Dies gab mir Anlaß, einige Notizen her¬ vorzusuchen, die ich vor einiger Zeit Gelegenheit hatte, aus dem Konzept des Berliner Abgangszeugnisses von Marx auf dem Sekretariat der Berliner Universität zu machen. Da Marx in dem Briefe sagt, daß er „am Schlusse eines hier verlebten Jahres einen Blick auf die Zustände desselben zurückwarf“, so ergiebt sich schon hieraus in Verbindung mit dem Abgangszeugniß, daß der Brief 1837 geschrieben ist. Vielleicht haben aber meine Notizen auch sonst einiges Interesse; ich weiß freilich nicht, ob die Sache schon von Anderen veröffentlicht ist.","char-offset:553444","","","","","","","","","Non_Kapital","Discussion of letter from young Marx","",""
