dnz_sent_id,marx_sent_id,distance,rank,is_match,dnz_text,marx_text
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p147:0018,0.5046592950820923,0,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","(S. Laing: National 
Distress etc. London 1844.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p147:0022,0.5793250501155853,1,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche",(„Outlines of Polit. Economy.
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p147:0023,0.5936231315135956,2,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","London 1832“, p.22, 23.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p402:0010,0.6053784191608429,3,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","31st Oct. 1865“, p. 129.)"
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p147:0020,0.6083597838878632,4,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche",Brit. 1824.)
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p402:0011,0.6199257373809814,5,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","313) l. c. p. 27, 32."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p395-396:0017,0.6200639605522156,6,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","Weitere Belege findet man in Senior's   Rede auf dem 
sociologischen Kongress zu Edinburg 1863."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p25:0009,0.626414954662323,7,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","Bildungselemente der Ge- 
brauchswerthe Rock und Leinwand sind Schneiderarbeit und Weberei eben 
durch ihre verschiednen Qualitäten, Substanz des Rockwerths und Lein- 
wandwerths sind sie nur, soweit von ihrer besondern Qualität abstrahirt wird 
und beide gleiche Qualität besitzen, die Qualität menschlicher Arbeit."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p147:0019,0.6310862004756927,8,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","“The great class, who have nothing to give for food but ordinary 
labour, are the great bulk of the people.” (James Mill in Art. „Colony.“ Supplement of the 
Encyclop."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0000",p402:0013,0.6472343504428864,9,false,"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche","315) „Child. Empl. Comm. V. Rep.“, p. X, n. 35."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0001",p402:0009,0.5399175584316254,0,false,Bernstein: Der Sozialismus und die gewerbliche Arbeit der Jugend.,"Herr J. Simpson (Paper-Box Bag maker, London) 
erklärt den Kommissären der „Child. Empl. Comm.“: „Er wolle jede Petition   
  312) “Factory labour may be as pure and as excellent as domestic labour, and perhaps more so.” 
(„Reports of Insp. of Fact."
"Bernstein,_1897__790_Der-Sozialismus-und-die-gewerbliche:0001",p147:0022,0.5596111118793488,1,false,Bernstein: Der Sozialismus und die gewerbliche Arbeit der Jugend.,(„Outlines of Polit. Economy.
